# M17Hosts.txt generated hourly from https://reflectors.m17.link/ref-list/json
M17-FVG,https://m17fvg.hblink.it,80.211.64.211,none,17000,iv3jdv,IT
M17-GAX,https://ea4gax.es/M17/,51.83.78.210,none,17000,EA4GAX,ES
M17-GSP,https://xlxsof.ddns.net:17001,37.143.206.229,none,17000,LZ1GSP,BG
M17-HAM,https://m17-ham.ddns.net/,140.82.14.24,none,17000,AC1KV,US
M17-HRV,https://m17.hamvillage.org,52.15.234.145,none,17000,Ham Radio Village,US
M17-HUB,https://g7rpg.hubnetwork.uk/m17,86.26.29.17,none,17000,hubnetwork.uk,GB
M17-HWN,https://m17.memhamwan.net/,44.34.132.17,none,17000,HamWAN Memphis Metro,US
M17-IND,https://ysf-india.ddns.net/,124.123.68.50,none,17000,VU3TBR,IN
M17-IS0,https://m17.is0.org/,51.254.206.201,2001:41d0:302:2200:0:0:0:3f43,17000,Sardinia Is. https://multiprotocol.is0.org/,IT
M17-ITA,https://m17ita.hblink.it,80.211.190.216,none,17000,IV3JDV,IT
M17-ITD,https://m17.itdmr.it,188.213.168.69,none,17000,IU7MNA,IT
M17-JAX,https://m17-jax.f5.si:8800/,153.194.16.139,none,17000,Kanazawa VoIP Club,JP
M17-JP1,https://m17.jh1blt.net/m17/,219.117.204.205,none,17000,JJ1YEG Sotobo Amateu Radio Club,JP
M17-JPN,https://m17.f5.si/,180.21.181.9,none,17000,Kanazawa VoIP Club,JP
M17-JWG,https://m17.jwgtechs.com,67.175.64.113,none,17000,KD9KCK,US
M17-KPH,https://m17.kapihan.net,144.202.99.113,none,17000,K4PGI,US
M17-KR1,https://m17-kr1.kardca.or.kr/,158.247.215.135,2401:c080:1c01:561:5400:03ff:fed1:4192,17000,KARDCA,KR
M17-LAT,https://latinos.m17.es/m17/,80.211.94.145,none,17000,N3TX,US
M17-LEF,https://xlxlef-dash.gb7hh.co.uk,77.68.25.66,none,17000,LEFARS Multi-Reflector (M0UPM),GB
M17-M17,https://ref.m17.link,152.70.192.70,2603:c020:4001:91ee::a1,17000,KC1AWV,US
M17-MGB,https://mgbrasil-m17.ddns.net,165.73.249.152,none,17000,PU4RON,BR
M17-NOR,https://m17.la2k.no,185.35.185.100,none,17000,LA2K club station,NO
M17-NWR,https://m17.nwrg.org.uk,159.242.127.220,none,17000,North Western Repeater Group UK,GB
M17-NZD,https://m17-nzd.m1m0n.net,101.100.136.64,none,17000,ZL1JX,NZ
M17-NZL,https://m17nzl.drgnz.com/,149.28.165.127,none,17000,ZL2AUS,NZ
M17-OFW,https://ofwham.duckdns.org/index.php,45.76.176.109,none,17000,DV1PPK,PH
M17-OH6,https://m17oh6.ddns.net/,130.255.76.76,none,17000,OH6EWU and OH6AC,FI
M17-OKL,https://www.oklahomalink.rcwa.org/m17ref/,3.208.70.29,none,17000,Rogers County Wireless Association,US
M17-OMO,https://hub.kimberlychase.com/m17/,198.251.70.144,2607:f1c0:1801:22c::1,17000,KJ7OMO,US
M17-OWL,https://xlx508.hb9gfx.ch/M17-Reflector-Dashboard/index.php,185.188.4.15,none,17000,HB9GFX / DG9BDI,DE
M17-OZD,https://dmr.oz-dmr.uk/m17,51.195.201.20,2001:41d0:801:2000::34f5,17000,OZ-DMR,GB
M17-PEG,https://dmr.projekt-pegasus.net/m17/,5.9.59.26,none,17000,German PEGASUS Project,DE
M17-PER,https://m17.dmr-peru.net,190.117.233.28,none,17000,Multiprotocolo Perú Digital,PE
M17-PHP,https://dx8wmg-m17.ddns.net/,107.152.47.152,none,17000,DX8WMG,PH
M17-PLG,https://xrf245.pennlinkgroup.com/mrefd/,54.85.206.3,none,17000,Penn-Link Group,US
M17-PNL,https://m17.pinoylink.net,45.63.90.55,none,17000,N6PNL,US
M17-POL,https://m17.hblink.network/,51.38.132.8,2001:41d0:601:1100::30b7,17000,SP7LAK,PL
M17-POR,https://m17.hamradio.pt/,80.211.15.21,none,17000,CT7AGI,PT
M17-QSO,https://tarxvf.tech,127.0.0.1,::1,17000,don't publish, I'm just reserving the name for qso.email,US
M17-QUE,https://m17-que.ddns.net,45.62.250.140,none,17000,Quebec Francais,CA
M17-ROM,https://tetra-romania.ddns.net/m17/,89.35.160.218,none,17000,M17 bridge to Tetra,RO
M17-RTX,https://m17.openrtx.org,93.41.233.12,none,17000,OpenRTX,IT
M17-SAR,https://m17sar.hopto.org,45.32.23.65,none,17000,WH0ACI,US
M17-SCS,https://m17-scarsvoip.com/,45.77.119.250,2001:19f0:9002:2e9:5400:03ff:feb7:f72d,17000,SCARS - South Coast Amateur Radio Service,US
M17-SEL,https://selink.lmarc.net/m17dash,66.42.93.25,none,17000,Lookout Mountain Amateur Radio Community,US
M17-SKY,https://m17.skyhublink.com,65.114.195.171,none,17000,SkyHub Link System,US
M17-SPA,https://hblinkspain.duckdns.org/mrefd/,81.2.248.38,none,17000,EA5GVK & BLASMAKERS,ES
M17-SUN,https://kc5fm.ddns.net/m17ref/,155.138.244.192,none,17000,AE5ME,US
M17-SWD,https://m17-ref2-swdg.net/,45.32.239.121,2001:19f0:5001:e1c:5400:03ff:fe80:c8da,17000,SWDG - South Wales Digital Group - Test Reflector,GB
M17-SWE,https://m17.amprnet.se,44.140.63.12,2001:6b0:4b:3f01::12,17000,AMPRnet.se,SE
M17-TAR,https://tarxvf.tech,150.136.4.138,2603:c020:4006:8e00:6d03:1009:be81:9c8a,17000,tarxvf/W2FBI *no dashboard* pyM17 reflector,US
M17-THA,https://m17.dprns.com,203.150.19.24,none,17000,DPRNS,TH
M17-TKO,https://ah-huh.net/m17/,52.192.129.174,2406:da14:337:3700:eb6:8a77:d95c:c69a,17000,Ah-huh.net,JP
M17-TWN,https://m17twn.ddns.net,220.135.221.114,none,17000,BV3UN,TW
M17-UK1,https://2e0lxy.uk/m17,194.146.49.33,none,17000,2E0LXY,GB
M17-URG,https://m17uru.c4fm.es/,23.234.239.179,none,17000,Uruguay Link,UY
M17-URU,https://m17uru.c4fm.es/,23.234.239.179,none,17000,Uruguay Link,UY
M17-USA,https://m17-usa.openquad.net/,3.138.122.152,2600:1f16:d6f:600:20eb:5765:b94c:aebb,17000,Quadnet,US
M17-VK7,https://vk7hse.duckdns.org/m17,45.248.50.37,none,17000,VK7HSE,AU
M17-WAL,https://m17-swdg.net/,192.248.172.148,2a05:f480:1000:80e:5400:03ff:fe7b:69f5,17000,SWDG - South Wales Digital Group,GB
M17-WWD,https://m17wwd.ddns.net/m17,192.99.70.1,none,17000,KE8ANE,US
M17-WWR,https://sdrichardson.ddns.net,149.28.254.83,none,17000,KC5HMW,US
M17-XVF,https://tarxvf.tech,104.225.216.221,none,17000,https://tarxvf.tech, no dashboard, test and dev reflector, not always up,US
M17-YSF,https://m17ysf.dvbr.net,177.131.119.153,none,17777,PU5KOD,BR
M17-ZL3,https://xlx530.hopto.org/m17,119.224.19.178,none,17000,ZL3DMH,NZ
M17-ZO9,https://m17zona9.duckdns.org/,198.245.55.177,2607:5300:201:3100::6208,17000,iw9edp@gmail.com,IT
URF106,http://xlx106.dudetronics.com,68.51.221.108,none,17000,AD8DP,US
